Gene Symbol	Gene ID	
SPAG1	100135664	
C2ORF51	-	
U1	-	
ABCA13	100514786	
NOX3	-	
KPRP	-	
ZNF322	-	
RAPSN	100512645	
CADPS2	100525671	
ST3GAL1	445537	
ADCK2	100514083	
WDR17	100157060	
FAM83G	102165932	
CPSF3L	100523908	
snoU13	-	
DOLPP1	100516660	
KLF13	494563	
CNTNAP5	102166514	
NOD1	100135660	
COMMD2	100522759	
TTYH2	100516219	
MYO1G	100512998	
SNORA70	-	
SLC7A2	100037298	
THAP8	100522440	
ZC3H13	100521395	
RSG1	100521799	
CELF6	100511645	
VAV3	100737105	
5S_rRNA	-	
SPHK1	100519210	
Y_RNA	-	
PSMC6	100154148	
PDILT	-	
ALK	100518423	
EARS2	100523812	
TSPAN1	100511571	
PMVK	100152301	
HAUS6	100153687	
YIPF2	100521840	
BZRAP1	100514918	
DCUN1D3	100525983	
ATP4A	397552	
SOAT1	100628166	
GLRX3	100511783	
NUDT2	397577	
MEST	100147710	
C16ORF57	-	
SNAP23	100512755	
FAM117A	100623099	
TNFAIP3	100622156	
SIRT1	751859	
CHD1L	100154153	
5S_rRNA	-	
IFIT3	100154248	
C22ORF25	-	
TM4SF1	100522035	
PYGM	733659	
RSPH3	100156750	
TRAPPC6B	100525849	
ZNF207	100521516	
PLEKHM3	100520986	
GPR87	100524399	
CDC42BPG	100520358	
EPS8	100525921	
GAB1	100511026	
U6	-	
GAPDHS	100517097	
CCT2	100157776	
HHIPL1	100625046	
NUP107	100516909	
CALR3	100512214	
SNORD115	-	
PDS5A	100512667; 100512479	
PPA1	100155201	
DPCR1	-	
NR3C2	397452	
SMC4	100152361	
CDCA7L	100518624	
PBX3	100152438	
RPAP3	100623899	
PTK2B	100157507	
TYW1	100516854	
FAM103A1	100524876	
SLC45A4	100154055	
DEFB129	-	
DNHD1	100518441	
CSF2RB	100153254	
GABBR2	100511175	
HIST1H2BK	-	
PEX2	100152963	
LIMK1	100286874; 100627618	
U1	-	
DLEC1	100153766	
SNORD24	-	
U6	-	
DOM3Z	100124385	
PTPN4	100522902	
SHPRH	100154314	
EHBP1	100520668	
TLE2	100622728	
TMEM171	100514277	
KLF4	595111	
SNORD22	-	
TFIP11	-	
WSCD2	100154616; 100126838	
TCEANC	100156439	
U6	-	
ANKRD6	102167335	
SLU7	100517791	
PTEN	100156264	
FAM53C	100515714	
CNGA4	100519325	
AQP10	100144620	
CALR	100381266	
ATP5E	100134963	
MIPEP	100155148	
MCAM	733617	
FAM172A	100521436	
TAB2	100156182	
CACNA2D4	100620898	
CCDC48	-	
RPL9	100627537	
CCDC61	100620572	
APP	397663	
ZMYM5	100520328	
C9ORF6	-	
TECTA	100523684	
FAM63A	100153890	
SNORA70	-	
CSDA	-	
MED8	100517766	
SATB2	102160784	
U6	-	
CCDC15	100525001	
RPS8	100516861	
C16ORF59	-	
GMCL1	100511872	
TRPC3	397210	
BCAT2	396841	
U1	-	
ATP1B3	100514493	
NCF1	100134857	
BCL10	100125346	
TGM1	100156489	
BCAR3	100153143; 100155981	
SPATA18	100415808	
SLC14A1	100157861	
U6	-	
KDM5B	100625438	
NSUN6	100524391	
CDK14	-	
NOB1	-	
RIMS1	100157596	
ATP6V1B1	100523368	
OAT	100156865	
U6	-	
GLCE	100154444	
FRAP1	-	
PCLO	100524640	
UAP1	100156649	
LTF	397649	
SQRDL	100154990	
U6	-	
MYSM1	100511137	
PRR2	100038012	
CASC4	-	
PDP1	100153002	
U6	-	
RPS17	414392	
GLRX	397463	
NEDD4L	100512083	
MYH15	100621079	
POLB	100526021	
HBXIP	448965	
LTA	407742	
SNORA21	-	
PLEKHG2	100514923	
KIFAP3	100157611	
COG3	100622528	
PRCP	100515678	
MED30	100519234	
FAM103A1	100524876	
BAG3	100156989	
ST8SIA1	100621251	
MLLT3	100524063	
CH242-266E24.4	-	
SNORD97	-	
PLP1	397029	
NFS1	-	
U6	-	
ARFIP1	100518024	
U6	-	
U6	-	
EPS8	100525921	
NIT1	100155270	
5S_rRNA	-	
DDX3X	100515940	
MRS2	100151824	
SMAD4	397142	
NR1I2	397228	
MUC6	100286858; 100626121	
TRHR	100415777	
SNORA18	-	
PXDN	100516076	
IQCE	100525687	
HNRNPA2B1	100521762	
XRCC4	100514895	
OGFOD2	100156543	
DNM2	100622538	
DENND1A	100512328; 102166001	
EML3	100515768	
U3	-	
ITGA11	100520350	
CCL4	396668	
U2	-	
STXBP4	100739624	
U1	-	
NSUN4	100524686	
HELZ2	-	
IL31	102167534	
DPY19L4	100155024	
CHD7	100157083	
BICD2	100512597	
RHBDF2	100517601	
PPP3CB	396603	
TBL1Y	-	
FAT1	100154043	
BID	594852	
AMBRA1	100519700	
ATP11C	100523658	
MAGIX	100514936	
MFAP2	100523794	
NGEF	100153801	
GPIIB	-	
LRRC16A	100157771	
WDR45	100462757	
STAT5A	397550	
OTOGL	100513796	
FAM102B	100519836	
NRIP3	100519788	
NDUFS5	100514655	
RALGDS	100513970	
TTC23	100518888	
ADCK2	100514083	
U6	-	
FAM70B	-	
ZNF474	-	
SNORA28	-	
TMEM101	100512625	
UGT8	-	
ETAA1	-	
KIAA1109	100521104	
SNORA74	-	
HP1BP3	100625284	
TRAF3IP2	100157000	
ABCF2	-	
FBXO32	733657	
AMD1	100155925	
AHNAK	100515251	
RAGE	-	
TNK2	100513310	
IFT57	100519335	
VCL	396974	
CCDC149	-	
TBCCD1	100154090	
U6	-	
ACSL3	100233169	
MBD2	100739818	
MIS18BP1	100627302	
FN3K	100523990	
C21ORF62	-	
U6	-	
JOSD1	100520958	
ANK1	100155697; 100157679	
NANS	100155883	
SERPINB7	100152588	
DOCK8	100153522	
TCEAL1	100524474	
OCIAD2	100738638	
SSR4	100523300	
SEPT12	-	
GAX	-	
POPDC2	100155597	
IGKC	-	
CCDC75	-	
NRG1	-	
NLRX1	100518678	
GPR153	100515319	
CH242-157F23.1	-	
U6	-	
RPL39	100515520	
GDPD5	100627912	
ALOX12B	100526246	
TUBG1	100518929	
CSRP3	100337687	
TRPC1	100156938	
MPP3	100512807	
U6	-	
EPS8L3	100514048	
FAM195A	-	
MLL2	100512962	
RASAL2	100522392	
CBFA2T3	100525577	
SNAP91	100521763	
C1QTNF3	100270814	
C20ORF7	-	
APOC2	100381252	
TBC1D5	100626058	
RGL3	100519761	
NFKB2	100153829	
TARBP2	100518071	
RNF123	100513177	
RPL7L1	100141406	
PLA1A	100154368	
EXD3	100517075	
POT1	100192443	
NT5C1B	100516797	
CREB	-	
ABCC1	733619; 396909	
OR6Y1	-	
MOGAT2	100312975	
SNORD35	-	
CMAH	396918	
U6	-	
FGF1	-	
OSGIN2	100157701	
EPC1	100521573; 448975	
RBPJ	100518262	
U6	-	
ADIG	-	
THAP5	100521761	
PPP2R5C	-	
ALOX12	396971	
ARHGEF16	100625324	
KBTBD7	100511833	
SNORA79	-	
ALK	100518423	
UBN1	100512403	
CCK	397468	
SNORD99	-	
BRE	100623966	
CH242-58J12.2	-	
HSD3B7	100525281	
PAX6	100514152	
CA9	100152792	
FOXK2	100522272	
EMP2	100739825	
UBE4A	100513674	
SNORD33	-	
ARHGEF35	-	
EFR3A	100627646	
DSTN	445516	
FLYWCH1	-	
PTPRS	100515359	
NKAPL	100154907	
AGAP1	100620812	
ssc-mir-218-2	-	
MGAT4C	414851	
RHOB	100144503	
SLC25A26	100624317	
ST8SIA4	641356	
CEP41	-	
ITGA3	100517053	
ACTN2	100157406	
HDLBP	100233187	
PDCD10	100157978	
RBM6	100515053	
LAP3	100739583	
GOLGA2	100620424	
PIH1D2	100517231	
C19ORF44	-	
EPC1	100521573; 448975	
U1	-	
ACOX2	100516877	
ssc-mir-103-2	-	
TBC1D9B	100520777	
CHST7	100521649	
RAPGEF1	100511735	
100622601	-	
GCA	100736670	
SFXN2	-	
OSBP	100515007	
TECTA	100523684	
SNORD35	-	
U6	-	
PKD2L1	100154788	
DUPD1	100155430	
SNCA	641350	
CNOT8	100525087	
ERCC6	100155788	
KLC4	100157157	
PLB1	100519306	
GALK2	100152312	
HEPH	100512938	
HSD17B14	100523496	
AQP7	100126283	
CH242-185F9.2	-	
SLC22A18	100737463	
PPP4R1L	100151752	
FST	445002	
S100A4	-	
FZD6	100157360	
NHSL2	100151779	
CH242-106K13.1	-	
MME	100511536	
MYNN	100625538	
C2ORF56	-	
MGP	397206	
BCL-G	-	
TWF1	100523377	
DCX	100523160	
ALMS1	100516187	
BAG4	100738485	
BTBD18	100514212	
CD177	100519153	
LRRC57	100513451	
SLC1A7	100519664	
TBC1D8	100519950	
ST8SIA6	100522567	
PSMB8	396975; 100153464	
CSPP1	100152780	
U6	-	
MS4A7	100628141	
U6	-	
WEE1	100521487	
BRCC3	-	
PDCD7	100152985	
ABHD1	100525041	
MLH3	100155199	
VAMP4	100512732	
USP31	100627718	
LSM6	100522884	
DENND4B	100155950; 100157148	
AAK1	100512341	
MITD1	100523366	
TSPAN3	100157865	
EEF2K	100523723	
U6	-	
GOLGB1	100620515	
GLG1	100622584	
H1FX	-	
LINC00493	-	
GLTP	396765	
MS4A2	397166	
PSMD10	100156308	
CCS	414913	
PUM2	100523902	
U3	-	
SLC39A1	100153098	
MKNK1	100233194	
EEF1D	100737048	
ABCA1	100152112	
TMC3	100152791	
PIK3AP1	100155165	
U6	-	
USPL1	100738294	
ZNF280B	100152690	
ORF	-	
SH2D6	100520186	
OR4N4	-	
ZNF329	100516617; 102158310	
GPBP1	-	
DCTN3	100521815	
MAGOHB	100518306	
IL18R1	-	
U6	-	
NAAA	100521735	
BAHD1	100155635	
MAN2B1	100518647	
SNORA70	-	
RPL15	100620094	
RNF138	100515956	
C13ORF30	-	
FKBP14	100514551	
FOXN2	100519769	
CHST11	100157186	
SRPK3	100240720	
HIP1	100523598	
PLAT	397121	
PET100	100037981	
BHLHE41	100626912	
U1	-	
C12ORF60	-	
EPN3	100512679	
FIBP	100525557	
PIN1	100621667; 100512827	
TNFRSF11A	100521706	
NAPSA	100525581	
YIF1B	100514844	
MAP4K4	100518724; 100516547	
CTNNA3	100153974	
ITGB7	100626600	
DOHH	100519411	
CPNE3	100152057	
ZMYM4	100524151	
PPP2R2B	397089	
UBR4	100511934	
BRIP1	100525359	
7SK	-	
BMAL1	-	
GIF	100514273	
RFWD3	100736590	
SLPI	396886	
NOTCH4	100144522	
FXR1	100155866; 100525539	
U6	-	
ODF1	-	
SLC25A15	100511895	
PPP1R15B	100512360	
LMNB1	100513342	
HAMP	100323064; 100323090; 103158230; 103158235; 100325459; 103158488; 100324968; 100325886; 397207; 449294; 100323036; 100326683	
TMEM27	102167302	
METAP1	100513747	
TRIM23	100513958	
AMPH	100626324	
ZNF205	100626782	
RNF146	100512692	
IL17RA	-	
NEIL1	100155341	
DHX8	100517118	
TNFRSF1A	397020	
TUBA1B	733594	
LIN52	100157325	
OR2H2	-	
TCN2	100152846	
OTUD6A	100517870	
PPP1R8	100627843	
C1ORF183	-	
GTF2I	100513345	
UHRF1BP1L	100511566	
CAPRIN1	100512646	
AGGF1	100520064	
GRAMD1B	100512979	
CHST10	100520428	
F8	397339	
MALT1	100153830	
RYBP	100526249	
LCT	407244; 100625897	
NGFR	-	
U6	-	
PODN	100622214	
TRIM6	100622028	
DNAJB9	100521593	
SNORA72	-	
PFKL	100621757	
IMMP1L	100514893	
EFHA2	-	
EIF1AX	100522912	
PPP4R4	100737576	
NPPB	-	
FBN3	100517455	
HEG1	100152919	
TMEM55B	100155939	
C9ORF9	-	
PFN2	100621523	
PPL	100512773	
RXFP1	100127453; 100623130	
MFSD7	100624956	
PTGR1	397678	
TDRD7	100152652	
SLC25A37	100153622	
CDNF	100511096	
RING1	100153162	
DYNLT1	100158053	
SNORD2	-	
EFCAB11	100738763	
LARGE	-	
SNX24	100526158	
PELI3	100519073	
CLEC2B	100520839	
ELAC2	100520804	
ZNFX1	100624243	
POLR3C	100516367	
MPG	100579173; 100525334	
POLA1	100157467	
UROC1	100157217	
HK3	100522855	
ESRRG	100622056	
MRPL4	100511369	
MTMR4	100517493	
OSBPL8	100525288	
FERD3L	100516634	
PRRC2B	100511912	
TCTN2	100153315	
CHAC1	100524723	
ZNF618	100157179	
FDX1L	100526209	
LRP6	100515777	
5S_rRNA	-	
MCAM	733617	
SIRT4	100125349	
IFT74	100157070	
KCNG3	100514638	
DDX46	100626833	
UBE2L6	100514753	
IDH3G	100525850	
CXORF38	-	
S100A3	-	
ALDH18A1	100151977	
PPFIBP1	100516194	
7SK	-	
FUCA2	100154940	
MOCS1	100154835	
FAT3	100624134	
MYCBPAP	100513622	
FAM71B	100521874	
KIAA1211	100522154	
CH242-196P17.1	-	
COL4A6	100152680; 100620724	
TMEM91	100511932	
BAIAP2L1	100521439	
PRKCA	397184	
ABCD1	100519529	
FAM186A	102165009	
ALK	100518423	
GEM	404772	
PPAPDC2	100623955	
ETS2	-	
COG6	100526131	
PPL	100512773	
RESP18	100522649	
PEAR1	100156908	
ZW10	100519614; 100516096	
CBX3	100622432	
DMXL2	100155516	
ssc-mir-2366-2	-	
NFKB2	100153829	
PPP1R1A	100621808	
MSH4	100627191	
CH242-19L11.1	-	
COMTD1	100155847	
DDX56	100513388	
RPS23	396638	
ANTXRL	-	
LZTR1	100525839	
NR2F2	100153983	
IDH3G	100525850	
UBASH3B	100521108	
HSD17B1	100147712	
LXR	-	
TMEM189	100513322	
MFSD10	100626728	
UBB	100125968	
VPS26A	100155086	
RTN3	100512087	
MGAT1	-	
OR4C12	-	
SERBP1	100518613	
NTF4	100511085	
CH242-31B7.1	-	
MBIP	100516143	
GIGYF2	100155829	
WDYHV1	100158199	
EXOC6B	100522368	
ELK1	100522002	
KIAA0494	-	
CTIF	100152137	
CSNK2A1	100517435	
KRR1	100523737	
XAB2	100525328	
TNFSF10	406191	
RAB10	100526104	
PLCD1	100627099	
RAD21L1	100515285	
UATP.I	-	
CCT3	100154317	
GNAS	100049657	
MESDC1	100152002	
TRIP4	100153164	
TRPC4AP	100156677	
AIM1	100521168	
SYNDIG1	-	
EGLN3	100152368	
ATP5S	100157404	
RPL31	100737826	
ZNF79	100153924	
KCNMA1	397434	
MPZL1	100153553	
WDR43	100519832	
CHIT1	100512552	
KIAA0494	-	
SLIT2	100515495; 100620577	
UBR4	100511934	
SAR1A	595115	
HNRNPUL1	100622274	
ZRANB2	-	
NR3C1	396740	
GRB7	100513230	
TMEM114	100523362	
HVCN1	100152115	
SCARA5	100524281	
BAIAP2L1	100521439	
ZNF382	100739501; 100525701	
SNORD115	-	
IL33	100518643	
GALT	100623908	
CCDC62	100158164; 100520106	
SMYD5	100517466	
UNC119B	100517241	
KCNB1	-	
PTPLAD1	100154613	
IGSF3	100512602	
CGA	406869	
C9	-	
SCAND1	100157492	
KLHL20	100623588	
CALHM1	100156221	
SNRPF	100155855	
DSCAM	102160301	
DFNA5	100522585	
ARMC1	100156048	
OXSM	102162360	
CLPX	100151784	
SNX10	100520876	
GRID1	100153116	
U5	-	
FGD6	100517825	
LRRIQ1	100628126	
DAZAP2	100196906	
ZNF474	-	
FLRT1	100522361	
GGT1	397095	
GFOD1	100739137; 100154602	
OGN	100127446	
FGFR1OP2	100157490	
WDR6	100739175	
F9	397518	
U6	-	
ECHS1	100156927	
FRZB	100152419	
TPI1	100157582	
ARGFX	100152745	
ITGA1	100187733; 100512142	
C6ORF72	-	
CREB3	100142689	
FBXO15	100516237	
MYL6	396807	
C10ORF67	-	
7SK	-	
SLC25A14	-	
CAMK2B	100516166	
SEC24D	100525592	
DYNLL2	-	
FGF8	-	
GALK2	100152312	
ILVBL	100523720	
U6	-	
CCDC61	100620572	
TMEM100	100523465	
OAS2	595128	
HOXC13	100518969	
VAT1L	100520197	
ssc-mir-1249-2	-	
CH242-81E23.2-001	-	
MAD2L2	100736650	
LYSMD4	-	
SNX24	100526158	
PBX2	100144541	
C20ORF29	-	
NCS1	100523836	
RPL4	-	
EID1	100155122	
DMGDH	100525563	
OR6N2	-	
CUL5	100525708	
USP20	100157102	
ANAPC13	100415776	
TMEFF2	654831	
DCAF11	100157270	
CASC3	102163865	
ZNF420	102164547; 100625558	
ZNF511	100152871	
GIMAP2	100523477	
ROBO3	100524637	
NPFF	100518250	
SPATS2	100738620	
IPPK	100514040	
SYT17	100513981	
PKN1	100516063	
R3HDM1	100525081	
MYST2	100337667	
PARD3	100512009	
PXK	100515860	
PNMA1	100154070	
NUP210	100515926	
MLH1	100337665	
SLC40A1	100512076	
C21ORF59	-	
RTN3	100512087	
KBTBD4	100511244	
ODZ1	-	
COPZ1	100156765	
SCMH1	100525880	
CENPE	100626792	
5S_rRNA	-	
IMMP2L	100521052	
HIST2H3C	-	
NRIP3	100519788	
FAM98A	100511253	
KCNA7	100623314; 100049653	
SNORA70	-	
U6	-	
SH3BP5	100517856	
GLTPD1	100628234	
SRPK2	100627848	
U6	-	
GATA3	733631	
PDE11A	-	
ZMAT1	100151894	
MRPL14	100157118	
MAP4	100126855	
IFN-OMEGA-2	100310808	
PHF14	100512066	
DHX30	100518989	
LEPROTL1	100622960	
LRIG2	100154795	
MARCH4	100513956	
VEGFC	100127470; 100525960	
CTNNBL1	100156518	
ANXA10	100627945	
XPO6	100518364	
ATF5	100523675	
ADC	-	
NT5C	407746; 100526240	
MRPS35	100514049	
NEFH	100156492	
CCNC	100153639	
MRPL1	-	
SLA-B	-	
SUN2	100513792; 100521622	
TNFRSF18	100622025	
CCR1	414374	
RAB27B	100154771	
AURKA	574063	
FAM219B	-	
MAPKAPK5	100153404	
LXR	-	
ORAI3	100736565	
LAMC2	100514975	
FAM161A	100521720	
IFT80	100515627	
CLK1	100141471	
MACROD1	100522538	
FKBP8	100521950	
TMEM43	100515413	
PRPF38B	100154667	
RSU1	-	
KIAA1211	100522154	
CH242-236H6.1	-	
ERC2	100627254	
DOT1L	100738665	
CARS2	-	
EIF3K	100517098	
PSP-II	396817	
TRMT6	100155529	
CHD2	100156869	
DDX21	100153111	
NSMCE4A	100153999	
WNK1	406235	
CCDC116	100154312	
PLA2G4D	102162529	
FAM208B	100517184	
ZPBP2	100302699	
CDCA2	100156303	
RPL8	100154456	
SLC2A13	100520492	
RPS15A	-	
ACTN1	100513412	
SLC3A2	100144589	
THAP6	100737143	
FAM135B	100155271	
SCO1	-	
SLC44A2	100524730	
LACTB2	100153212	
ANXA5	100521982	
LEPREL2	100156539	
PHKA2	100519810	
CH242-219E21.2	-	
CWF19L2	100217380	
DUSP3	100512983	
LRRC7	100516204	
APPL2	-	
UBE1C	-	
TMOD4	100151861	
PPP1R3F	100515116	
ZBTB39	102157615	
U6	-	
C19ORF68	-	
PDZRN4	100156795	
PRDX3	100154143	
RBBP9	100738866	
BAG3	100156989	
KIAA0355	100511994	
PAQR9	100516760	
PEMT	397654	
ATP2B3	100520061	
ANKRD49	100516989	
5S_rRNA	-	
UQCR10	100155687	
KCTD6	100516225	
RBM18	100154045	
RHAG	100516620	
OBFC2B	-	
GDI2	414427	
URGCP	100525140	
KCNE3	397168	
TTN	-	
LPCAT2	100517894	
IBTK	100153597	
ZNF501	-	
SDAD1	100521909	
TMEM55B	100155939	
WRN	100512139	
CDC42	780428	
NR5A2	100523688	
RNASET2	100157985	
DFNB59	100518993	
FAM49B	100157574	
U6	-	
WDR90	100519302	
U6	-	
G6PC3	100512070	
CRLF3	100525951	
U6atac	-	
STARD4	100233203	
LMAN2	-	
OXCT1	396978	
LONP2	100625283	
MT-ND6	-	
PTPRK	100153609	
C15ORF26	-	
PDE5A	-	
CD47	397042	
HINT2	100512882	
TES	100125376	
CEP41	-	
RIPK1	100524751	
ACSS1	100154828	
SLC36A1	100514926	
U6	-	
TYW1	100516854	
FBXO48	-	
DNAJC15	100154106	
TXNL4A	100155820	
ZFP14	-	
IZUMO4	100514821	
PPP1R1A	100621808	
CYTL1	100624008	
SPG21	100514084	
DCUN1D5	100522200	
GGT5	100157523	
GGTA1	396733	
U6	-	
CREBZF	100518742	
SYNPR	100623290	
VMAC	100514213	
PRDM8	100514243	
CRYAB	100519789; 100127443	
AKT2	100127478	
FRMPD2	100524830	
NME2	733683	
WDR43	100519832	
NIP7	595107	
ARP3	-	
ITGA6	100158200	
NAMPT	595123	
FBXO28	100520046	
VRK3	100523004	
GDAP2	100153342	
CSNK1A1	100514516	
CRTAC1	-	
TIPIN	100153268	
HNRNPA3	100516520	
XKR5	100524909	
TTPAL	100157594	
SPAM-1	397074	
RAP2C	100511975	
MECP2	100524967	
HIP1	100523598	
IRF5	100515633	
NXT2	100521422	
5S_rRNA	-	
INO80	100517567	
U6	-	
RIPK4	100518276	
ETFA	396615	
TMED2	100625917	
SNORD22	-	
ZFP62	100524927	
SOAT2	100515544	
CTNNB1	397657	
SPTB	100154659	
KIDINS220	100514284	
C2ORF42	-	
KRT8	100152077	
DBR1	100738658	
SNX1	-	
CSRP2BP	100152392	
GPATCH1	-	
POLD4	100736957	
CGREF1	100522927	
SCN1B	100736963	
LYRM2	100523036	
C1QTNF3	100270814	
SLC5A2	100286743	
STRA6	-	
OSBPL9	100517719	
PAQR6	100157531	
UBE4A	100513674	
A1BG	100516980	
ZDHHC3	100621189	
MPO	100517120	
BMPR1A	100169652; 100153524	
SNORD112	-	
IDH3G	100525850	
TMEM38B	100153669	
IRF5	100515633	
SH3GLB2	100156344	
DUSP5	100157144	
GRB10	100188977	
RB1	100151828	
RRNAD1	100152334	
ADAT1	100521793	
ADAMTS16	100519115	
MAGOH	100519318	
C7ORF64	-	
FOLR4	102161281	
IDH2	100155880; 397603	
MLX	100519270	
ALDH3A1	100526075	
OGFRL1	100153138	
SRM	414385	
APOA2	100153243	
HMBOX1	100153880	
POT1	100192443	
TMEM19	100519775	
CDH6	100627510	
AMBRA1	100519700	
TCEAL8	100523765	
LARS2	100513625	
NIS	-	
BTF3	100514824	
FGF17	100155720	
ERAP1	100523953	
PARP16	100512642	
RAPGEF2	100517409	
IGFBP6	100101923	
SNORA17	-	
SCN7A	100516881	
EPM2AIP1	-	
snoU6-53	-	
HERC3	100517903	
MSX1	100302364	
APH1A	100154978	
CST11	100302695	
AP1AR	100513805	
PEA15	100152480	
PAPPA	-	
MRPS31	100153860	
ACSL6	100522126	
AGK	100233170	
NR1I2	397228	
NHLH2	100152544	
YIPF6	-	
U4	-	
SERPINB1	100155145	
ITGAE	100519919	
FAT1	100154043	
OR8B8	-	
SNX24	100526158	
NHSL1	100156257	
GABRQ	100153018	
TNPO2	100519078	
FKBP11	100524935	
HACL1	100518218	
ssc-mir-345-2	-	
CYLC2	100154668	
ENPP7	100514726	
MARCO	100516298	
U6	-	
KDSR	100152988	
BAIAP3	100515258	
TBC1D30	100623817; 100512468	
BTNL4	-	
OR52L1	-	
EXTL3	100152703	
ZNRD1	100152094	
TM4SF4	100522400	
KLHDC3	100125975	
DGCR8	100616094	
RDH5	100517586	
7SK	-	
U6	-	
YWHAB	100153160	
SARNP	100517942	
NRD1	100514906	
CUBN	-	
7SK	-	
ATG7	100462749	
U6	-	
SLC37A3	100626074	
NUFIP2	100519109	
U6	-	
SLC16A9	100155871	
MATN4	100510939	
ssc-mir-16-1	-	
TREX1	100155669	
RHOJ	100155474	
7SK	-	
C3ORF15	-	
SYNPR	100623290	
DDX31	100513393	
CAT	397568	
ZBTB7C	100520594	
SLC50A1	100151868	
LRP3	100524868	
EXTL3	100152703	
SLC14A2	100517692	
PVR	100525346	
ITM2A	595131	
TTC14	100151821	
G3BP1	100513766	
STMN4	100739720	
C1ORF174	-	
CSTL1	100515284	
FBXO30	100519988	
ESPN	100515838	
ATG7	100462749	
ALDH16A1	100514292	
CAMK2N1	100515264	
HAT1	100622317	
CAMK1	100156272	
GJA10	100152611	
DIS3	100521470	
DAO	-	
FANCG	100511060	
PIK3C3	503700	
CNOT7	100154442	
RPGR	102159572; 100170141	
EIF2D	100519862	
DENND2D	100154003; 100157652	
LIN28B	100738513	
MXI1	-	
KIF3A	100525739	
U6	-	
U6	-	
REG4	100154580	
U6	-	
ATP7A	397159	
TMEM216	100519467	
TMEM145	100513091	
U6	-	
SSR4	100523300	
HTRA1	100125840	
TRAK1	100522277	
GDE1	100624000	
WWC2	100621011	
TAGLN	397021	
RFX1	100511439	
SAT2	100170117	
SLC35B2	100516086	
PTBP1	397461	
PEX11B	100153742	
U3	-	
KLF10	100153665	
NAGS	100048960	
HOXA3	100519809	
SLC24A1	-	
DAGLA	100520824	
FAM110B	100156516	
REST	100520754	
5S_rRNA	-	
TUBGCP6	100519661	
STARD7	100525865	
HRC	100525465	
SPIRE2	100621354	
OR51J1	-	
PATL2	100739144	
ERMP1	100155278	
DAB2	100519746	
U6	-	
PRDM4	100155716	
ABHD15	100516224	
EPX	100514365	
SMARCC2	100157539	
BANF1	-	
SOD2	100154319	
PCSK5	102160911	
TPRA1	-	
5S_rRNA	-	
CRSP3	396573	
C7ORF50	-	
NLRP3	100514823	
GRIA3	100519996; 100152391	
SUMF1	100514188	
LARP4	100626466	
PCNX	100154536	
SCYL1	100517698	
FCRLB	100153659	
DROSHA	100524961	
RAD54B	100153800; 100513148	
ITGA2	397483	
C12ORF29	-	
USP2	100520041	
C4BPA	396982	
PHF1	100153414	
5S_rRNA	-	
PSMB4	100153923	
TARM1	100622415	
SPDEF	100153013	
PRODH2	-	
G0S2	-	
FBF1	100520801	
ASB13	100517911	
CBLN3	100127149	
THEG	100517267	
CASP9	100126858; 100518913	
CTDP1	100158188	
TOMM20L	100515293	
NT5C1A	100516203	
FBXW9	100519242	
DEFB115	-	
ACER2	100155321	
SNORA49	-	
HCRTR1	387287	
TBX22	100519882	
NOL12	-	
AGPAT5	100233172	
OR51V1	-	
GNPAT	100156253	
SLIT3	100513444	
SHB	100153587	
DARS	100524908	
FGFR1OP2	100157490	
TATDN2	100523281	
PAPOLA	100156323	
VTI1A	-	
POU3F1	-	
KIAA1024L	-	
CRELD1	100152256	
TRIM26	100144460	
CMLKR1	-	
CYP4X1	-	
CH242-513N11.7-001	-	
ECD	100157830	
CH25H	100157868	
PI4K2A	100156818	
MSC	100155518	
DBF4	100192446	
LYRM7	-	
AFAP1L1	100513463	
ADCY9	100625423	
SPAG4	100523033	
PRPF40A	100157937	
OTUB1	100302092	
CSNK1G1	100157196	
UBASH3B	100521108	
CYGB	100518861	
OXA1L	-	
GALNT7	100158205	
U6	-	
BMPR1B	396691	
CWC27	100511965	
FBXL20	100517553	
RALBP1	100519155	
GSTCD	-	
PHPT1	-	
CDK7	100310797	
GRK7	397114	
ssc-mir-199a-1	-	
ABLIM1	100154343	
KCND2	100038027	
CNIH4	100523134	
CACNG8	-	
ssc-mir-505	-	
SIPA1L3	-	
NHSL1	100156257	
RPAP2	100517893	
ssc-mir-215	-	
UNC45B	654283; 100134956	
CD19	397669	
TOR1AIP1	-	
EPAS1	100037272	
HDAC4	100624050	
LYSMD2	100155966	
TRAPPC6B	100525849	
BANK1	100525061	
PAX2	100515585	
CREB	-	
VIM	407747; 100522394	
7SK	-	
ANO4	100525519	
SLC16A9	100155871	
BRAT1	100623177	
KIAA0556	100519419	
LCN10	-	
ANKRD54	100525518	
CSRP2BP	100152392	
DCTN1	100519249	
IFIH1	100101927	
KIAA1551	-	
TYW5	100625037	
MEGF9	100157028	
STON2	100157426	
CTSC	100522387	
RCC1	100621543	
SCARB1	397018	
MAP4	100126855	
RASGRF1	100157221	
SCML2	100519636	
CAPN11	100156753	
U6	-	
ADCK3	100511399; 100525602	
NIP7	595107	
KIAA0947	102164398	
SNORA27	-	
U1	-	
ACAD8	100627341	
RECQL4	100524433	
P2RY11	100533477	
ZDHHC18	100513544	
PPP4R1L	100151752	
SLC9A8	-	
SLC39A3	100515818	
OTUD7B	100152569	
CCDC33	100622018	
KIAA1704	-	
VSTM1	100622306	
DAP3	100152332	
